N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -9, 156, 0, 4, 3, 37, 0, 9, 
200, 8, -8, 155, 0, 5, 3, 37, 0, 8, 
200, 8, -10, 155, 0, 5, 3, 37, 0, 10, 
200, 8, -10, 155, 0, 5, 3, 37, 0, 10, 
200, 8, -10, 154, 0, 6, 3, 37, 0, 10, 
200, 8, -7, 154, 0, 6, 3, 37, 0, 7, 
200, 8, -8, 152, 0, 8, 3, 37, 0, 8, 
200, 8, -5, 150, 0, 10, 3, 37, 0, 5, 
200, 8, -4, 149, 0, 11, 3, 37, 0, 4, 
200, 8, -5, 147, 0, 13, 3, 37, 0, 5, 
200, 8, -6, 146, 0, 14, 3, 37, 0, 6, 
200, 8, -4, 145, 0, 15, 3, 37, 0, 4, 
200, 8, -4, 145, 0, 15, 2, 38, 0, 4, 
200, 8, -6, 145, 0, 15, 2, 38, 0, 6, 
200, 8, -3, 144, 0, 16, 2, 38, 0, 3, 
200, 8, -3, 144, 0, 16, 2, 38, 0, 3, 
200, 8, -4, 142, 0, 18, 2, 38, 0, 4, 
200, 8, -6, 140, 0, 20, 2, 38, 0, 6, 
200, 8, -5, 138, 0, 22, 2, 38, 0, 5, 
200, 8, -7, 135, 0, 25, 2, 38, 0, 7, 
200, 8, -7, 134, 0, 26, 2, 38, 0, 7, 
200, 8, -8, 132, 0, 28, 2, 38, 0, 8, 
200, 8, -8, 129, 0, 31, 2, 38, 0, 8, 
200, 8, -7, 129, 0, 31, 2, 38, 0, 7, 
200, 8, -5, 128, 0, 32, 2, 38, 0, 5, 
200, 8, -4, 128, 0, 32, 2, 38, 0, 4, 
200, 8, -3, 126, 0, 34, 2, 38, 0, 3, 
200, 8, -1, 122, 0, 38, 2, 38, 0, 1, 
200, 8, -3, 119, 0, 41, 2, 38, 0, 3, 
200, 8, -4, 116, 0, 44, 2, 38, 0, 4, 
200, 8, -7, 114, 0, 46, 2, 38, 0, 7, 
200, 8, -7, 112, 0, 48, 2, 38, 0, 7, 
200, 8, -8, 109, 0, 51, 2, 38, 0, 8, 
200, 8, -8, 109, 0, 51, 0, 40, 0, 8, 
200, 8, -9, 107, 0, 53, 0, 40, 0, 9, 
200, 8, -7, 107, 0, 53, 0, 40, 0, 7, 
200, 8, -5, 105, 0, 55, 0, 40, 0, 5, 
200, 8, -4, 103, 0, 57, 0, 40, 0, 4, 
200, 8, -4, 101, 0, 59, 0, 40, 0, 4, 
200, 8, -2, 98, 0, 62, 0, 40, 0, 2, 
200, 8, -2, 96, 0, 64, 0, 40, 0, 2, 
200, 8, -2, 94, 0, 66, 0, 40, 0, 2, 
200, 8, -2, 90, 0, 70, 0, 40, 0, 2, 
200, 8, -2, 89, 0, 71, 0, 40, 0, 2, 
200, 8, -2, 86, 0, 74, 0, 40, 0, 2, 
200, 8, -5, 85, 0, 75, 0, 40, 0, 5, 
200, 8, -7, 83, 0, 77, 0, 40, 0, 7, 
200, 8, -8, 81, 0, 79, 0, 40, 0, 8, 
200, 8, -8, 79, 0, 81, 0, 40, 0, 8, 
200, 8, -8, 75, 0, 85, 0, 40, 0, 8, 
200, 8, -4, 73, 0, 87, 0, 40, 0, 4, 
200, 8, -2, 71, 0, 89, 0, 40, 0, 2, 
200, 8, -4, 67, 0, 93, 0, 40, 0, 4, 
200, 8, -4, 66, 0, 94, 0, 40, 0, 4, 
200, 8, -4, 63, 0, 97, 0, 40, 0, 4, 
200, 8, -5, 62, 0, 98, 0, 40, 0, 5, 
200, 8, -5, 60, 0, 100, 0, 40, 0, 5, 
200, 8, -2, 58, 0, 102, 0, 40, 0, 2, 
200, 8, -2, 56, 0, 104, 0, 40, 0, 2, 
200, 8, -2, 52, 0, 108, 0, 40, 0, 2, 
200, 8, -2, 50, 0, 110, 0, 40, 0, 2, 
200, 8, -2, 48, 0, 112, 0, 40, 0, 2, 
200, 8, -4, 44, 0, 116, 0, 40, 0, 4, 
200, 8, -3, 43, 0, 117, 0, 40, 0, 3, 
200, 8, -3, 40, 0, 120, 0, 40, 0, 3, 
200, 8, -2, 39, 0, 121, 0, 40, 0, 2, 
200, 8, -3, 36, 0, 124, 0, 40, 0, 3, 
200, 8, -1, 35, 0, 125, 0, 40, 0, 1, 
200, 8, -1, 33, 0, 127, 0, 40, 0, 1, 
200, 8, -1, 29, 0, 131, 0, 40, 0, 1, 
200, 8, -1, 27, 0, 133, 0, 40, 0, 1, 
200, 8, -2, 24, 0, 136, 0, 40, 0, 2, 
200, 8, -2, 19, 0, 141, 0, 40, 0, 2, 
200, 8, -3, 18, 0, 142, 0, 40, 0, 3, 
200, 8, -3, 15, 0, 145, 0, 40, 0, 3, 
200, 8, -3, 14, 0, 146, 0, 40, 0, 3, 
200, 8, -2, 11, 0, 149, 0, 40, 0, 2, 
200, 8, -3, 9, 0, 151, 0, 40, 0, 3, 
200, 8, -2, 7, 0, 153, 0, 40, 0, 2, 
200, 8, -4, 3, 0, 157, 0, 40, 0, 4, 
200, 8, -4, 1, 0, 159, 0, 40, 0, 4, 
