N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -15, 159, 0, 1, 13, 27, 3, 12, 
200, 8, -13, 159, 0, 1, 13, 27, 3, 10, 
200, 8, -12, 159, 0, 1, 13, 27, 3, 9, 
200, 8, -9, 158, 0, 2, 13, 27, 3, 6, 
200, 8, -7, 158, 0, 2, 12, 28, 1, 6, 
200, 8, -4, 158, 0, 2, 12, 28, 1, 3, 
200, 8, -5, 158, 0, 2, 11, 29, 1, 4, 
200, 8, -8, 158, 0, 2, 11, 29, 1, 7, 
200, 8, -7, 158, 0, 2, 11, 29, 0, 7, 
200, 8, -6, 158, 0, 2, 11, 29, 0, 6, 
200, 8, -7, 156, 1, 3, 11, 29, 0, 7, 
200, 8, -8, 156, 1, 3, 11, 29, 2, 6, 
200, 8, -4, 154, 1, 5, 11, 29, 2, 2, 
200, 8, -4, 152, 2, 6, 11, 29, 2, 2, 
200, 8, -5, 152, 2, 6, 11, 29, 2, 3, 
200, 8, -4, 152, 2, 6, 11, 29, 2, 2, 
200, 8, -3, 152, 2, 6, 11, 29, 0, 3, 
200, 8, -5, 151, 3, 6, 11, 29, 1, 4, 
200, 8, -6, 149, 3, 8, 11, 29, 2, 4, 
200, 8, -5, 147, 4, 9, 10, 30, 2, 3, 
200, 8, -7, 146, 4, 10, 10, 30, 3, 4, 
200, 8, -6, 145, 4, 11, 10, 30, 3, 3, 
200, 8, -4, 143, 4, 13, 10, 30, 2, 2, 
200, 8, -5, 141, 5, 14, 10, 30, 1, 4, 
200, 8, -6, 140, 5, 15, 10, 30, 1, 5, 
200, 8, -3, 139, 6, 15, 10, 30, 0, 3, 
200, 8, -5, 139, 6, 15, 10, 30, 2, 3, 
200, 8, -6, 138, 7, 15, 10, 30, 2, 4, 
200, 8, -4, 136, 7, 17, 10, 30, 2, 2, 
200, 8, -3, 134, 8, 18, 10, 30, 2, 1, 
200, 8, -4, 133, 8, 19, 9, 31, 2, 2, 
200, 8, -4, 132, 8, 20, 9, 31, 0, 4, 
200, 8, -4, 130, 8, 22, 9, 31, 0, 4, 
200, 8, -4, 128, 9, 23, 8, 32, 0, 4, 
200, 8, -6, 127, 9, 24, 8, 32, 0, 6, 
200, 8, -5, 126, 10, 24, 8, 32, 0, 5, 
200, 8, -4, 126, 10, 24, 8, 32, 1, 3, 
200, 8, -4, 125, 11, 24, 7, 33, 1, 3, 
200, 8, -8, 123, 11, 26, 7, 33, 3, 5, 
200, 8, -7, 121, 12, 27, 6, 34, 4, 3, 
200, 8, -10, 120, 12, 28, 6, 34, 4, 6, 
200, 8, -10, 119, 12, 29, 6, 34, 3, 7, 
200, 8, -9, 117, 12, 31, 6, 34, 3, 6, 
200, 8, -5, 114, 12, 34, 6, 34, 1, 4, 
200, 8, -4, 113, 12, 35, 6, 34, 0, 4, 
200, 8, -2, 113, 12, 35, 6, 34, 0, 2, 
200, 8, -3, 113, 12, 35, 6, 34, 0, 3, 
200, 8, -4, 113, 12, 35, 6, 34, 0, 4, 
200, 8, -5, 109, 12, 39, 6, 34, 0, 5, 
200, 8, -5, 107, 13, 40, 6, 34, 0, 5, 
200, 8, -6, 105, 14, 41, 6, 34, 0, 6, 
200, 8, -4, 104, 14, 42, 4, 36, 0, 4, 
200, 8, -8, 101, 14, 45, 4, 36, 0, 8, 
200, 8, -8, 98, 14, 48, 4, 36, 0, 8, 
200, 8, -9, 96, 14, 50, 4, 36, 1, 8, 
200, 8, -7, 96, 14, 50, 4, 36, 1, 6, 
200, 8, -8, 96, 14, 50, 4, 36, 1, 7, 
200, 8, -3, 96, 14, 50, 4, 36, 1, 2, 
200, 8, -3, 92, 14, 54, 4, 36, 1, 2, 
200, 8, -2, 90, 15, 55, 4, 36, 0, 2, 
200, 8, -5, 88, 16, 56, 4, 36, 1, 4, 
200, 8, -6, 87, 16, 57, 4, 36, 1, 5, 
200, 8, -6, 83, 16, 61, 4, 36, 1, 5, 
200, 8, -5, 79, 16, 65, 4, 36, 1, 4, 
200, 8, -7, 77, 16, 67, 4, 36, 1, 6, 
200, 8, -5, 77, 16, 67, 4, 36, 0, 5, 
200, 8, -5, 77, 16, 67, 4, 36, 0, 5, 
200, 8, -5, 77, 16, 67, 4, 36, 0, 5, 
200, 8, -5, 73, 16, 71, 4, 36, 0, 5, 
200, 8, -4, 71, 17, 72, 4, 36, 0, 4, 
200, 8, -3, 69, 18, 73, 3, 37, 0, 3, 
200, 8, -5, 68, 18, 74, 3, 37, 0, 5, 
200, 8, -7, 64, 18, 78, 3, 37, 0, 7, 
200, 8, -7, 61, 18, 81, 3, 37, 0, 7, 
200, 8, -7, 58, 18, 84, 3, 37, 0, 7, 
200, 8, -8, 58, 18, 84, 3, 37, 1, 7, 
200, 8, -5, 56, 18, 86, 3, 37, 1, 4, 
200, 8, -3, 56, 18, 86, 3, 37, 1, 2, 
200, 8, -2, 51, 18, 91, 3, 37, 1, 1, 
200, 8, -2, 48, 20, 92, 3, 37, 1, 1, 
200, 8, -2, 47, 20, 93, 3, 37, 0, 2, 
200, 8, -4, 45, 20, 95, 3, 37, 0, 4, 
200, 8, -5, 42, 20, 98, 3, 37, 1, 4, 
200, 8, -6, 39, 20, 101, 3, 37, 1, 5, 
200, 8, -5, 36, 20, 104, 3, 37, 1, 4, 
200, 8, -5, 35, 20, 105, 3, 37, 1, 4, 
200, 8, -3, 33, 20, 107, 3, 37, 1, 2, 
200, 8, -2, 31, 20, 109, 3, 37, 0, 2, 
200, 8, -1, 26, 20, 114, 4, 36, 0, 1, 
200, 8, -3, 21, 22, 117, 4, 36, 1, 2, 
200, 8, -2, 19, 22, 119, 4, 36, 1, 1, 
200, 8, -2, 16, 22, 122, 4, 36, 1, 1, 
200, 8, -3, 13, 22, 125, 4, 36, 1, 2, 
200, 8, -3, 10, 22, 128, 4, 36, 1, 2, 
200, 8, -1, 8, 22, 130, 4, 36, 0, 1, 
200, 8, -1, 7, 22, 131, 4, 36, 0, 1, 
200, 8, -3, 5, 22, 133, 4, 36, 0, 3, 
200, 8, -2, 3, 22, 135, 4, 36, 0, 2, 
