N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -5, 128, 10, 22, 10, 29, 1, 5, 
200, 8, -6, 124, 10, 26, 10, 29, 1, 6, 
200, 8, -5, 121, 11, 28, 10, 29, 1, 5, 
200, 8, -3, 119, 11, 30, 10, 29, 0, 4, 
200, 8, -3, 116, 13, 31, 9, 30, 1, 3, 
200, 8, -3, 114, 13, 33, 8, 31, 1, 3, 
200, 8, -4, 114, 13, 33, 8, 31, 1, 4, 
200, 8, -3, 114, 13, 33, 8, 31, 1, 3, 
200, 8, -3, 112, 14, 34, 8, 31, 1, 3, 
200, 8, -2, 110, 14, 36, 8, 31, 0, 3, 
200, 8, -1, 108, 15, 37, 8, 31, 0, 2, 
200, 8, 1, 104, 15, 41, 8, 31, 0, 0, 
200, 8, 1, 101, 16, 43, 8, 31, 0, 0, 
200, 8, 1, 99, 16, 45, 8, 31, 0, 0, 
200, 8, 1, 95, 18, 47, 8, 31, 0, 0, 
200, 8, -1, 93, 18, 49, 8, 31, 1, 1, 
200, 8, -3, 93, 18, 49, 8, 31, 1, 3, 
200, 8, -4, 93, 18, 49, 8, 31, 1, 4, 
200, 8, -4, 91, 19, 50, 8, 31, 1, 4, 
200, 8, -4, 89, 19, 52, 8, 31, 1, 4, 
200, 8, -2, 87, 20, 53, 8, 31, 0, 3, 
200, 8, -2, 82, 20, 58, 8, 31, 1, 2, 
200, 8, -2, 79, 21, 60, 8, 31, 1, 2, 
200, 8, -3, 76, 21, 63, 8, 31, 1, 3, 
200, 8, -3, 72, 23, 65, 8, 31, 1, 3, 
200, 8, -5, 70, 23, 67, 8, 31, 2, 4, 
200, 8, -3, 70, 23, 67, 8, 31, 1, 3, 
200, 8, -2, 70, 23, 67, 7, 32, 1, 2, 
200, 8, -2, 67, 24, 69, 7, 32, 1, 2, 
200, 8, -4, 65, 24, 71, 7, 32, 1, 4, 
200, 8, -2, 63, 25, 72, 7, 32, 0, 3, 
200, 8, -2, 59, 25, 76, 7, 32, 0, 3, 
200, 8, -2, 55, 26, 79, 7, 32, 0, 3, 
200, 8, -2, 52, 26, 82, 7, 32, 1, 2, 
200, 8, -1, 48, 28, 84, 7, 32, 1, 1, 
200, 8, -1, 46, 28, 86, 7, 32, 1, 1, 
200, 8, -2, 44, 28, 88, 7, 32, 1, 2, 
200, 8, -3, 44, 28, 88, 7, 32, 1, 3, 
200, 8, -2, 41, 29, 90, 7, 32, 0, 3, 
200, 8, -5, 39, 29, 92, 7, 32, 1, 5, 
200, 8, -6, 37, 30, 93, 7, 32, 2, 5, 
200, 8, -5, 33, 30, 97, 7, 32, 2, 4, 
200, 8, -5, 30, 31, 99, 7, 32, 2, 4, 
200, 8, -5, 27, 31, 102, 7, 32, 2, 4, 
200, 8, -3, 23, 33, 104, 7, 32, 1, 3, 
200, 8, -3, 21, 33, 106, 7, 32, 0, 4, 
200, 8, -4, 19, 33, 108, 7, 32, 0, 5, 
200, 8, -3, 18, 33, 109, 7, 32, 0, 4, 
200, 8, -4, 16, 34, 110, 7, 32, 0, 5, 
200, 8, -2, 14, 34, 112, 7, 32, 0, 3, 
200, 8, -2, 12, 35, 113, 7, 32, 0, 3, 
200, 8, -2, 8, 35, 117, 7, 32, 0, 3, 
200, 8, -5, 6, 36, 118, 7, 32, 0, 6, 
200, 8, -4, 2, 36, 122, 7, 32, 0, 5, 
