N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -5, 147, 6, 7, 12, 28, 0, 5, 
200, 8, -5, 147, 6, 7, 12, 28, 0, 5, 
200, 8, -3, 146, 7, 7, 12, 28, 0, 3, 
200, 8, -3, 143, 8, 9, 12, 28, 0, 3, 
200, 8, 0, 141, 8, 11, 12, 28, 0, 0, 
200, 8, -1, 139, 10, 11, 12, 28, 0, 1, 
200, 8, -1, 138, 10, 12, 12, 28, 0, 1, 
200, 8, -2, 137, 10, 13, 12, 28, 0, 2, 
200, 8, -2, 133, 11, 16, 12, 28, 0, 2, 
200, 8, -2, 131, 11, 18, 12, 28, 0, 2, 
200, 8, -1, 130, 11, 19, 12, 28, 0, 1, 
200, 8, -3, 130, 11, 19, 12, 28, 1, 2, 
200, 8, -2, 128, 12, 20, 12, 28, 1, 1, 
200, 8, -4, 124, 14, 22, 12, 28, 2, 2, 
200, 8, -4, 121, 14, 25, 12, 28, 2, 2, 
200, 8, -5, 118, 16, 26, 11, 29, 2, 3, 
200, 8, -5, 117, 16, 27, 11, 29, 1, 4, 
200, 8, -5, 116, 16, 28, 11, 29, 1, 4, 
200, 8, -4, 112, 17, 31, 10, 30, 0, 4, 
200, 8, -5, 110, 17, 33, 9, 31, 0, 5, 
200, 8, -5, 109, 17, 34, 9, 31, 0, 5, 
200, 8, -3, 108, 17, 35, 9, 31, 0, 3, 
200, 8, -3, 106, 18, 36, 9, 31, 0, 3, 
200, 8, -3, 102, 20, 38, 9, 31, 0, 3, 
200, 8, -4, 99, 20, 41, 9, 31, 0, 4, 
200, 8, -3, 97, 21, 42, 9, 31, 0, 3, 
200, 8, -4, 94, 22, 44, 9, 31, 0, 4, 
200, 8, -4, 93, 22, 45, 8, 31, 0, 5, 
200, 8, -3, 89, 23, 48, 8, 31, 0, 4, 
200, 8, -1, 87, 23, 50, 8, 31, 0, 2, 
200, 8, -3, 85, 23, 52, 8, 31, 0, 4, 
200, 8, -4, 84, 23, 53, 8, 31, 0, 5, 
200, 8, -5, 82, 24, 54, 8, 31, 0, 6, 
200, 8, -6, 81, 25, 54, 8, 31, 0, 7, 
200, 8, -6, 78, 25, 57, 8, 31, 0, 7, 
200, 8, -4, 76, 26, 58, 8, 31, 0, 5, 
200, 8, -2, 73, 27, 60, 8, 31, 0, 3, 
200, 8, -1, 71, 27, 62, 8, 31, 1, 1, 
200, 8, -2, 65, 28, 67, 8, 31, 1, 2, 
200, 8, -3, 62, 28, 70, 8, 31, 1, 3, 
200, 8, -3, 61, 28, 71, 8, 31, 1, 3, 
200, 8, -3, 60, 28, 72, 8, 31, 1, 3, 
200, 8, -2, 59, 28, 73, 8, 31, 0, 3, 
200, 8, -1, 58, 29, 73, 8, 31, 0, 2, 
200, 8, 0, 56, 29, 75, 8, 31, 0, 1, 
200, 8, 0, 53, 30, 77, 8, 31, 0, 1, 
200, 8, -1, 50, 31, 79, 8, 31, 0, 2, 
200, 8, -2, 46, 31, 83, 8, 31, 0, 3, 
200, 8, -1, 41, 32, 87, 8, 31, 0, 2, 
200, 8, -1, 38, 32, 90, 8, 31, 0, 2, 
200, 8, -2, 37, 32, 91, 8, 31, 0, 3, 
200, 8, -1, 35, 32, 93, 8, 31, 0, 2, 
200, 8, -1, 32, 34, 94, 8, 31, 0, 2, 
200, 8, -2, 30, 35, 95, 8, 31, 0, 3, 
200, 8, -2, 27, 35, 98, 8, 31, 0, 3, 
200, 8, -3, 25, 35, 100, 8, 31, 1, 3, 
200, 8, -3, 23, 36, 101, 8, 31, 1, 3, 
200, 8, -2, 19, 36, 105, 8, 31, 1, 2, 
200, 8, -1, 14, 37, 109, 8, 31, 1, 1, 
200, 8, -2, 12, 37, 111, 8, 31, 1, 2, 
200, 8, -2, 11, 37, 112, 8, 31, 0, 3, 
200, 8, -2, 9, 37, 114, 8, 31, 0, 3, 
200, 8, -3, 5, 39, 116, 8, 31, 0, 4, 
200, 8, -3, 4, 39, 117, 8, 31, 0, 4, 
200, 8, -2, 1, 39, 120, 8, 31, 0, 3, 
