"S","A1","A2","P1","P2","R1","R2","t","Q","N"
10.6190432356821,6.0557709884939,0.279717823339651,4.02374760310707e-08,0.000594291859356353,0.116258209762239,23.9456459745565,574,8,200
10.5519041786061,6.05981133504803,0.235551877582331,4.02374760310707e-08,0.000598679469697892,0.0247141466652971,24.0927959205253,575,8,200
10.484824161926,6.06377569518001,0.190793939807762,4.02374760310707e-08,0.000603094076656789,-0.0680859556038435,24.241036977025,576,8,200
10.4178038937433,6.06766338750211,0.143479375351632,4.02374760310707e-08,0.000607535881289071,-0.162141773075074,24.3903820517615,577,8,200
10.3508441802731,6.07147139951388,0.0955808231022274,4.02374760310707e-08,0.000612005087527278,-0.257454117623174,24.5408469399512,578,8,200
10.2839459673059,6.07519905995474,0.047095365875139,4.02374760310707e-08,0.000616501902192817,-0.354025176174345,24.6924475046368,579,8,200
10.2171103130545,6.07884569447799,-0.0019804154734254,4.02374760310707e-08,0.000621026535014509,-0.451858737091575,24.8451997107133,580,8,200
10.1503383942196,6.08241062509685,-0.0516505083855132,4.02374760310707e-08,0.000625579198654185,-0.550960388589087,24.9991196636223,581,8,200
10.0836315110417,6.08589316955357,-0.101919524781531,4.02374760310707e-08,0.000630160108740054,-0.651337682845742,25.1542236520481,582,8,200
10.0169910912178,6.08929264062322,-0.152792745141304,4.02374760310707e-08,0.000634769483908436,-0.753000259904936,25.3105281938059,583,8,200
9.95041869258,6.09260834536616,-0.204276148720046,4.02374760310707e-08,0.000639407545854253,-0.855959926058822,25.4680500839811,584,8,200
9.88391600445812,6.09583958434508,-0.256376428370117,4.02374760310707e-08,0.000644074519390506,-0.96023068222019,25.6268064442544,585,8,200
9.81748484767466,6.09898565082452,-0.309100988738675,4.02374760310707e-08,0.000648770632516742,-1.06582869878334,25.7868147722514,586,8,200
9.75112717315396,6.10204582997201,-0.362457926970764,4.02374760310707e-08,0.00065349611649628,-1.17277223465688,25.9480929896736,587,8,200
9.68484505916066,6.10501939808114,-0.416455995462591,4.02374760310707e-08,0.000658251205941753,-1.2810814995015,26.1106594879225,588,8,200
9.61864070722114,6.10790562183743,-0.471104546674443,4.02374760310707e-08,0.000663036138908258,-1.3907784597018,26.2745331699075,589,8,200
9.55251643682074,6.11070375764782,-0.52641346051814,4.02374760310707e-08,0.000667851156993194,-1.50188659021492,26.4397334867494,590,8,200
9.48647467901035,6.11341305105404,-0.58239305536912,4.02374760310707e-08,0.000672696505441628,-1.61443057613308,26.6062804681481,591,8,200
9.42051796909601,6.11603273624911,-0.639053984305334,4.02374760310707e-08,0.420561186706348,-1.72843596953035,26.77419474528,592,8,200
9.35457032680739,6.11864763288135,-0.693141395280144,4.02374760310707e-08,0.843677031231679,-1.83646909949746,26.94335156767,593,8,200
9.28863624467531,6.12127600762146,-0.744621679513623,4.02374760310707e-08,1.27004104425881,-1.93863911005863,27.1135965388658,594,8,200
9.22271954358824,6.12393528439014,-0.793461234349884,4.02374760310707e-08,1.69967079485958,-2.03505459438171,27.2847761201392,595,8,200
9.15682340789077,6.12664201027601,-0.839626350193395,4.02374760310707e-08,2.13258064019231,-2.12582317391602,27.4567377666901,596,8,200
9.09095041996733,6.12941182077328,-0.883083101543134,4.02374760310707e-08,2.56878176178382,-2.21105109504223,27.6293300588518,597,8,200
9.0251025948126,6.13225940428455,-0.923797247273879,4.02374760310707e-08,3.00828220482677,-2.29084285940087,27.8024028288213,598,8,200
8.95928141506524,6.13519846583555,-0.961734145032378,4.02374760310707e-08,3.45108692043619,-2.36530090302475,27.9758072838442,599,8,200
8.89348786693457,6.13824168995578,-0.99685868409122,4.02374760310707e-08,3.89719781083525,-2.43452533758524,28.1493961271514,600,8,200
8.82772247738251,6.14140070269203,-1.02913524025923,4.02374760310707e-08,4.34661377747148,-2.49861376455934,28.3230236782469,601,8,200
8.76198535283823,6.14468603273975,-1.05852765552205,4.02374760310707e-08,4.79933077210021,-2.55766117006109,28.4965459943749,602,8,200
8.69627621962526,6.14810707169941,-1.08499924402934,4.02374760310707e-08,5.25534185090994,-2.61175990462223,28.6698209951224,603,8,200
8.63059446617577,6.15167203349093,-1.10851282491232,4.02374760310707e-08,5.71463723180217,-2.66099974853654,28.8427085921537,604,8,200
8.56493918699889,6.15538791298603,-1.12903078126868,4.02374760310707e-08,6.17720435497441,-2.70546805970209,29.015070825999,605,8,200
8.49930922826595,6.15926044394633,-1.14651514355159,4.02374760310707e-08,6.64302794698803,-2.74524999739826,29.1867720116608,606,8,200
8.43370323478071,6.16329405638144,-1.16092769460318,4.02374760310707e-08,7.11209008852946,-2.780428812305,29.3576788945415,607,8,200
8.36811969802104,6.16749183346536,-1.17223009272993,4.02374760310707e-08,7.58437028609421,-2.81108619046446,29.5276608178712,608,8,200
8.30255700487476,6.1718554681693,-1.18038400856685,4.02374760310707e-08,8.05984554783564,-2.8373026369217,29.696589902426,609,8,200
8.23701348664896,6.17638521978488,-1.18535127104569,4.02374760310707e-08,8.53849046382485,-2.85915788354022,29.864341238903,610,8,200
8.17148746791013,6.18107987052112,-1.1870940175823,4.02374760310707e-08,9.02027729096379,-2.87673130500407,30.0307930928809,611,8,200
8.10597731471283,6.18593668236248,-1.18557484362847,4.02374760310707e-08,9.5051760427808,-2.89010232727928,30.1958271218603,612,8,200
8.04048148179506,6.19095135437339,-1.18075694697959,4.02374760310707e-08,9.99315458431728,-2.8993508137613,30.3593286034692,613,8,200
7.97499855835838,6.19611798062653,-1.17260426266559,4.02374760310707e-08,10.4841787322867,-2.90455741589124,30.5211866735582,614,8,200
7.90952731210533,6.20142900891944,-1.16108158484432,4.02374760310707e-08,10.9782123606536,-2.90580387706565,30.6812945726031,615,8,200
7.84406673127336,6.20687520042645,-1.14615467282209,4.02374760310707e-08,11.4752175117441,-2.90317328105524,30.8395498985965,616,8,200
7.77861606447874,6.21244559041241,-1.12779033910215,4.02374760310707e-08,11.9751545129563,-2.89675023874193,30.995854864451,617,8,200
7.71317485826101,6.21812745011159,-1.10595651816421,4.02374760310707e-08,12.4779820991013,-2.8866210096371,31.1501165578513,618,8,200
7.64774299229575,6.22390624985084,-1.08062231546353,4.02374760310707e-08,12.9836575403614,-2.87287355722148,31.3022472014878,619,8,200
7.58232071231556,6.22976562347181,-1.0517580368725,4.02374760310707e-08,13.4921367758129,-2.85559753953147,31.4521644116644,620,8,200
7.51690866084457,6.23568733408337,-1.01933519943797,4.02374760310707e-08,14.003374552426,-2.83488423851237,31.5997914533999,621,8,200
7.45150790590716,6.24165124115343,-0.983326524873669,4.02374760310707e-08,14.5173245694174,-2.81082643339624,31.7450574903156,622,8,200
7.38611996791605,6.24763526892954,-0.943705917633346,4.02374760310707e-08,15.0339396278078,-2.78351822469944,31.887897827818,623,8,200
7.32074684497722,6.25361537616083,-0.900448429711587,4.02374760310707e-08,15.5531717850071,-2.75305481635448,32.0282541483263,624,8,200
7.25539103686943,6.25956552707933,-0.853530214495736,4.02374760310707e-08,16.0749725142351,-2.71953226400226,32.1660747375473,625,8,200
7.19005556796493,6.265457663588,-0.802928472052781,4.02374760310707e-08,16.5992928685726,-2.68304719760072,32.301314701064,626,8,200
7.12474400935655,6.27126167859403,-0.748621388191146,4.02374760310707e-08,17.1260836494258,-2.64369652629956,32.4339361707485,627,8,200
7.05946050044573,6.27694539042054,-0.690588069505646,4.02374760310707e-08,17.6552955791867,-2.60157713304184,32.5639085007507,628,8,200
6.99420977022838,6.28247451822623,-0.6288084764126,4.02374760310707e-08,18.1868794778712,-2.55678556564501,32.6912084530246,629,8,200
6.92899715849251,6.28781265836061,-0.563263355930264,4.02374760310707e-08,18.7207864435197,-2.50941773024731,32.8158203725391,630,8,200
6.86382863711471,6.29292126158237,-0.493934175675915,4.02374760310707e-08,19.2569680361544,-2.45956859204413,32.9377363524803,631,8,200
6.79871083161411,6.29775961106859,-0.420803060252261,4.02374760310707e-08,19.7953764650943,-2.40733188723654,33.056956389872,632,8,200
6.73365104309347,6.3022848011435,-0.343852730897431,4.02374760310707e-08,20.3359647794417,-2.35279984912165,33.1734885321416,633,8,200
6.66865727066901,6.3064517166562,-0.263066448987096,4.02374760310707e-08,20.8786870615676,-2.29606295031068,33.2873490152205,634,8,200
6.60373823446473,6.31021301293734,-0.178427963714048,4.02374760310707e-08,21.4234986234323,-2.23720966219647,33.3985623938111,635,8,200
6.53890339922349,6.31351909626412,-0.0899214640367287,4.02374760310707e-08,21.9703562055984,-2.17632623203033,33.5071616644668,636,8,200
6.47416299856707,6.31631810476236,0.00246846521188347,4.02374760310707e-08,22.5192181787986,-2.11349647732018,33.6131883821321,637,8,200
6.40952805992109,6.3185558896716,0.0987568833279823,4.02374760310707e-08,23.0700447479413,-2.04880159673389,33.7166927707677,638,8,200
6.34501043010741,6.3201759968961,0.198958530254799,4.02374760310707e-08,23.6227981584455,-1.98231999628313,33.8177338286597,639,8,200
6.28062280159756,6.32111964876005,0.303087860110651,4.02374760310707e-08,24.1774429048094,-1.91412712926592,33.9163794289706,640,8,200
6.21637873941417,6.3213257258793,0.411159072286231,4.02374760310707e-08,24.7339459413299,-1.84429534825229,34.0127064160463,641,8,200
6.15229270866445,6.32073074905515,0.523186140705422,4.02374760310707e-08,25.2922768948983,-1.77289376729339,34.1068006979465,642,8,200
6.08838010268888,6.31926886108772,0.63918284185526,0.00382551105361689,25.8524082798104,-1.69998813250654,34.1987573356196,643,8,200
6.02465727181022,6.31687980021216,0.759107391176982,0.0116018352284604,26.4143159508993,-1.62652154772935,34.2886994548409,644,8,200
5.9611406013648,6.31350155228288,0.882913750154363,0.0233161099607232,26.9779796782217,-1.55346240724294,34.3767784723043,645,8,200
5.89784641201476,6.30907011252574,1.01055358574046,0.0389543610617721,27.5433837160774,-1.48177247592386,34.4631736058127,646,8,200
5.83479089260407,6.30351952241781,1.14197632995037,0.0585015525880874,28.1105173614963,-1.41240657209077,34.5480913596764,647,8,200
5.77199003635352,6.29678190753901,1.27712924439792,0.0819416005678069,28.679375501711,-1.34631225861397,34.6317649860604,648,8,200
5.70945958263313,6.28878751609439,1.41595749016731,0.109257390467832,29.249959150154,-1.28442954136108,34.714453922941,649,8,200
5.64721496648102,6.27946475778791,1.55840420332984,0.140430797912435,29.8222759705321,-1.22769057403654,34.7964432092413,650,8,200
5.58527127796703,6.26874024271138,1.70441057633597,0.175442712033481,30.3963407885452,-1.17701936842958,34.8780428776219,651,8,200
5.52364323342705,6.25653881989671,1.85391594543615,0.214273060706465,30.9721760908318,-1.13333150901278,34.9595873252958,652,8,200
5.46234516052111,6.2427836151647,2.00685788420968,0.256900836805572,31.5498125107309,-1.09753387073369,35.0414346631289,653,8,200
5.40139099899635,6.22739606789091,2.16317230320861,0.303304124494987,32.1292893004628,-1.07052433872199,35.1239660431697,654,8,200
5.34079431896439,6.21029596629743,2.32279355564945,0.353460124462639,32.7106547893334,-1.05319152850534,35.2075849646275,655,8,200
5.28056835843414,6.19140148086951,2.48565454900601,0.407345176896339,33.2939668275758,-1.04641450520437,35.292716558196,656,8,200
5.22072608177501,6.17062919548823,2.65168686226597,0.464934780900701,33.879293215441,-1.05106250007911,35.3798068484848,657,8,200
5.16128026072439,6.14789413586427,2.82082086850448,0.526203608956075,34.4667121171505,-1.06799462274991,35.4693219941908,658,8,200
5.10224357949681,6.12310979485462,2.99298586229278,0.591125514927602,35.0563124593222,-1.0980595674395,35.5617475055103,659,8,200
5.04362876550237,6.0961881542433,3.16811019128993,0.659673534043112,35.6481943134721,-1.14209531170807,35.6575874381587,660,8,200
